id,priority_label,title,description,text,category
BS-M-050,MEDIUM,Leichte Bodenabsenkung Küche,Der Küchenboden ist minimal abgesackt,"Leichte Bodenabsenkung Küche
Der Küchenboden ist minimal abgesackt",Bauliche Schäden
SW-M-011,MEDIUM,Unangenehmer Geruch aus Abfluss,Abfluss riecht trotz Nutzung.,"Unangenehmer Geruch aus Abfluss
Abfluss riecht trotz Nutzung.",Sanitär / Wasser
BS-L-007,LOW,Minimaler Wandriss Schlafzimmer,Ein sehr kleiner Riss an der Schlafzimmerwand,"Minimaler Wandriss Schlafzimmer
Ein sehr kleiner Riss an der Schlafzimmerwand",Bauliche Schäden
E-M-071,MEDIUM,Steckdose in Küche locker,Eine Steckdose in der Küche ist locker.,"Steckdose in Küche locker
Eine Steckdose in der Küche ist locker.",Elektro
A-M-039,MEDIUM,Aufzug macht metallische Geräusche,Es sind metallische Geräusche hörbar.,"Aufzug macht metallische Geräusche
Es sind metallische Geräusche hörbar.",Aufzug
BS-M-001,MEDIUM,Haarrisse in Wohnzimmerwand,In der Wohnzimmerwand sind mehrere feine Risse sichtbar,"Haarrisse in Wohnzimmerwand
In der Wohnzimmerwand sind mehrere feine Risse sichtbar",Bauliche Schäden
E-H-047,HIGH,Stromausfall in mehreren Gebäudeteilen,Mehrere Gebäudeteile sind ohne Strom.,"Stromausfall in mehreren Gebäudeteilen
Mehrere Gebäudeteile sind ohne Strom.",Elektro
H-067,HIGH,Keine Heizfunktion mehr,Die Heizungsanlage ist ohne Funktion.,"Keine Heizfunktion mehr
Die Heizungsanlage ist ohne Funktion.",Heizung / Wärmeversorgung
TF-M-026,MEDIUM,Fenster schwergängig,Das Fenster ist insgesamt schwergängig.,"Fenster schwergängig
Das Fenster ist insgesamt schwergängig.",Türen/Fenster
SW-H-044,HIGH,Wasser dringt in Elektroinstallation,Wasser läuft in Steckdosenbereich.,"Wasser dringt in Elektroinstallation
Wasser läuft in Steckdosenbereich.",Sanitär / Wasser
BSCH-H-007,HIGH,Fluchtweg blockiert,Der Fluchtweg ist durch abgestellte Gegenstände vollständig versperrt.,"Fluchtweg blockiert
Der Fluchtweg ist durch abgestellte Gegenstände vollständig versperrt.",Brandschutz
BS-H-049,HIGH,Starke Betonkorrosion,Betonkorrosion an tragenden Bauteilen,"Starke Betonkorrosion
Betonkorrosion an tragenden Bauteilen",Bauliche Schäden
AUSSEN-H-057,HIGH,Defektes Tor schließt nicht,Tor kann unkontrolliert aufgehen,"Defektes Tor schließt nicht
Tor kann unkontrolliert aufgehen",Außenbereich
SM-L-020,LOW,Oberflächliche Schimmelspur im Flur,"Kaum sichtbare Schimmelspur im Flur, sehr gering ausgeprägt.","Oberflächliche Schimmelspur im Flur
Kaum sichtbare Schimmelspur im Flur, sehr gering ausgeprägt.",Schimmel
SM-L-045,LOW,Leichte Schimmelverfärbung im Fensterbank,"Sehr kleiner, oberflächlicher Schimmelfleck im Fensterbank.","Leichte Schimmelverfärbung im Fensterbank
Sehr kleiner, oberflächlicher Schimmelfleck im Fensterbank.",Schimmel
BS-H-015,HIGH,Tragende Wand beschädigt,Bei Bauarbeiten wurde eine tragende Wand beschädigt,"Tragende Wand beschädigt
Bei Bauarbeiten wurde eine tragende Wand beschädigt",Bauliche Schäden
HM-055,MEDIUM,Heizleistung schwach,Trotz Betrieb ist die Heizleistung gering.,"Heizleistung schwach
Trotz Betrieb ist die Heizleistung gering.",Heizung / Wärmeversorgung
TF-M-009,MEDIUM,Tür schleift am Boden,Die Tür schleift beim Öffnen am Boden.,"Tür schleift am Boden
Die Tür schleift beim Öffnen am Boden.",Türen/Fenster
E-H-082,HIGH,Elektrik in Fluchtwegen defekt,Die Elektrik in den Fluchtwegen ist defekt.,"Elektrik in Fluchtwegen defekt
Die Elektrik in den Fluchtwegen ist defekt.",Elektro
H-010,HIGH,Heizungsanlage defekt,Die zentrale Heizungsanlage scheint komplett defekt zu sein.,"Heizungsanlage defekt
Die zentrale Heizungsanlage scheint komplett defekt zu sein.",Heizung / Wärmeversorgung
E-H-066,HIGH,Elektrische Anlage stark beschädigt,Die elektrische Anlage wurde stark beschädigt.,"Elektrische Anlage stark beschädigt
Die elektrische Anlage wurde stark beschädigt.",Elektro
SM-H-070,HIGH,Schimmelgeruch und Befall im Schlafzimmer,Nach Wassereintritt hat sich starker Schimmel im Schlafzimmer gebildet.,"Schimmelgeruch und Befall im Schlafzimmer
Nach Wassereintritt hat sich starker Schimmel im Schlafzimmer gebildet.",Schimmel
A-H-057,HIGH,Aufzug bleibt bei voller Kabine stehen,Der Aufzug bleibt bei voller Kabine stehen.,"Aufzug bleibt bei voller Kabine stehen
Der Aufzug bleibt bei voller Kabine stehen.",Aufzug
REIN-M-029,MEDIUM,Verschmutzte Kontaktflächen in Fahrradraum,Handläufe/Griffe/Schalter fleckig; optisch störend.,"Verschmutzte Kontaktflächen in Fahrradraum
Handläufe/Griffe/Schalter fleckig; optisch störend.",Reinigung
LAERM-M-009,MEDIUM,Poltern aus Nachbarwohnung,Regelmäßiges Poltern aus der Nachbarwohnung,"Poltern aus Nachbarwohnung
Regelmäßiges Poltern aus der Nachbarwohnung",Lärm
BSCH-H-051,HIGH,Defekter Brandmelder Tiefgarage – Bereich 1,Brandmelder in der Tiefgarage ist ohne Funktion. (Betroffen: Wohnung).,"Defekter Brandmelder Tiefgarage – Bereich 1
Brandmelder in der Tiefgarage ist ohne Funktion. (Betroffen: Wohnung).",Brandschutz
BSCH-M-077,MEDIUM,Brandschutzklappe schwergängig – Bereich 37,Die Brandschutzklappe lässt sich schwer bewegen. (Betroffen: Gebäude).,"Brandschutzklappe schwergängig – Bereich 37
Die Brandschutzklappe lässt sich schwer bewegen. (Betroffen: Gebäude).",Brandschutz
SON-M-003,MEDIUM,Alarmanlage meldet sporadische Fehler,Keine klare Ursache erkennbar,"Alarmanlage meldet sporadische Fehler
Keine klare Ursache erkennbar",Sonstige
TF-H-066,HIGH,Fenster undicht bei Schnee,Bei Schnee dringt Wasser durch das Fenster.,"Fenster undicht bei Schnee
Bei Schnee dringt Wasser durch das Fenster.",Türen/Fenster
LAERM-L-048,LOW,Leises Rumpeln selten,Seltenes leises Rumpeln ohne anhaltende Störung.,"Leises Rumpeln selten
Seltenes leises Rumpeln ohne anhaltende Störung.",Lärm
BS-H-052,HIGH,Einsturzgefahr Innenwand,Eine Innenwand droht einzustürzen,"Einsturzgefahr Innenwand
Eine Innenwand droht einzustürzen",Bauliche Schäden
TF-H-087,HIGH,Türrahmen stark beschädigt,Der Türrahmen ist stark beschädigt.,"Türrahmen stark beschädigt
Der Türrahmen ist stark beschädigt.",Türen/Fenster
E-L-004,LOW,Abdeckung Steckdose vergilbt,Die Abdeckung einer Steckdose ist vergilbt.,"Abdeckung Steckdose vergilbt
Die Abdeckung einer Steckdose ist vergilbt.",Elektro
H-060,HIGH,Heizungsproblem akut,Die Wohnung kühlt stark aus aufgrund fehlender Heizung.,"Heizungsproblem akut
Die Wohnung kühlt stark aus aufgrund fehlender Heizung.",Heizung / Wärmeversorgung
TF-M-005,MEDIUM,Fenstergriff schwergängig,Der Fenstergriff lässt sich schwer drehen.,"Fenstergriff schwergängig
Der Fenstergriff lässt sich schwer drehen.",Türen/Fenster
SW-H-001,HIGH,Wasserleitung geplatzt im Badezimmer,Aus der Wand im Badezimmer tritt unkontrolliert Wasser aus.,"Wasserleitung geplatzt im Badezimmer
Aus der Wand im Badezimmer tritt unkontrolliert Wasser aus.",Sanitär / Wasser
AUSSEN-M-063,MEDIUM,Schwache Beleuchtung am Zugang,Die Beleuchtung am Zugang ist zu schwach und blendet teilweise.,"Schwache Beleuchtung am Zugang
Die Beleuchtung am Zugang ist zu schwach und blendet teilweise.",Außenbereich
LAERM-H-035,HIGH,Lautes Rumpeln im Rohrsystem,Das Rohrsystem verursacht lautes Rumpeln,"Lautes Rumpeln im Rohrsystem
Das Rohrsystem verursacht lautes Rumpeln",Lärm
BS-H-064,HIGH,Rissbildung tragende Decke,Eine tragende Decke zeigt tiefe Risse,"Rissbildung tragende Decke
Eine tragende Decke zeigt tiefe Risse",Bauliche Schäden
REIN-M-026,MEDIUM,Staubansammlung in Gemeinschaftszone,Staub/Schlieren seit einigen Tagen; optisch störend.,"Staubansammlung in Gemeinschaftszone
Staub/Schlieren seit einigen Tagen; optisch störend.",Reinigung
SM-M-076,MEDIUM,Schimmel durch Kondenswasser im Hausflur,"Begrenzte Schimmelstellen im Hausflur, aktuell lokal begrenzt.","Schimmel durch Kondenswasser im Hausflur
Begrenzte Schimmelstellen im Hausflur, aktuell lokal begrenzt.",Schimmel
SW-H-061,HIGH,Wasser tritt aus Sicherungskasten,Wasser läuft in den Sicherungskasten.,"Wasser tritt aus Sicherungskasten
Wasser läuft in den Sicherungskasten.",Sanitär / Wasser
E-M-047,MEDIUM,Steckdose im Keller ohne Strom,Eine Steckdose im Keller funktioniert nicht.,"Steckdose im Keller ohne Strom
Eine Steckdose im Keller funktioniert nicht.",Elektro
SM-H-069,HIGH,Massiver Schimmel an Waschküche-Wand,Großflächiger Schimmelbefall an Wand und Decke im Waschküche.,"Massiver Schimmel an Waschküche-Wand
Großflächiger Schimmelbefall an Wand und Decke im Waschküche.",Schimmel
SM-H-076,HIGH,Massiver Schimmel an Treppenhaus-Wand,"Massiver Schimmel sichtbar, Ausbreitung im Treppenhaus deutlich erkennbar.","Massiver Schimmel an Treppenhaus-Wand
Massiver Schimmel sichtbar, Ausbreitung im Treppenhaus deutlich erkennbar.",Schimmel
BS-M-018,MEDIUM,Putz bröckelt im Flur,Im Flur bröckelt der Putz an einer Stelle,"Putz bröckelt im Flur
Im Flur bröckelt der Putz an einer Stelle",Bauliche Schäden
SW-H-012,HIGH,Überschwemmung im Badezimmer,Das Badezimmer steht vollständig unter Wasser.,"Überschwemmung im Badezimmer
Das Badezimmer steht vollständig unter Wasser.",Sanitär / Wasser
AUSSEN-M-026,MEDIUM,Riss im Asphalt,Kleiner Asphalt-Riss sichtbar,"Riss im Asphalt
Kleiner Asphalt-Riss sichtbar",Außenbereich
SM-H-066,HIGH,Schimmel nach Feuchtigkeitsschaden im Heizungsraum,Nach Wassereintritt hat sich starker Schimmel im Heizungsraum gebildet.,"Schimmel nach Feuchtigkeitsschaden im Heizungsraum
Nach Wassereintritt hat sich starker Schimmel im Heizungsraum gebildet.",Schimmel
AUSSEN-M-049,MEDIUM,Außentor schließt verzögert,Mechanik schwergängig,"Außentor schließt verzögert
Mechanik schwergängig",Außenbereich
REIN-H-002,HIGH,Unrat/Abfall in Tiefgarage,Müll/Unrat liegt im Tiefgarage und verursacht Unfallgefahr.,"Unrat/Abfall in Tiefgarage
Müll/Unrat liegt im Tiefgarage und verursacht Unfallgefahr.",Reinigung
E-M-010,MEDIUM,Außenbeleuchtung defekt,Die Außenbeleuchtung funktioniert nicht mehr.,"Außenbeleuchtung defekt
Die Außenbeleuchtung funktioniert nicht mehr.",Elektro
A-H-050,HIGH,Aufzug bleibt nach Wartungsversuch stehen,Der Aufzug bleibt nach Wartung stehen.,"Aufzug bleibt nach Wartungsversuch stehen
Der Aufzug bleibt nach Wartung stehen.",Aufzug
SW-L-037,LOW,Wasserhahn fühlt sich locker an,Funktion stabil.,"Wasserhahn fühlt sich locker an
Funktion stabil.",Sanitär / Wasser
A-L-012,LOW,Aufzugkabine wirkt alt,Die Aufzugkabine wirkt optisch veraltet.,"Aufzugkabine wirkt alt
Die Aufzugkabine wirkt optisch veraltet.",Aufzug
LAERM-H-038,HIGH,Lärm durch defekte Lüftung,Defekte Lüftung verursacht extremen Lärm,"Lärm durch defekte Lüftung
Defekte Lüftung verursacht extremen Lärm",Lärm
LAERM-H-026,HIGH,Lautes Knallen in der Nacht,Nachts wiederholt lautes Knallen,"Lautes Knallen in der Nacht
Nachts wiederholt lautes Knallen",Lärm
E-M-028,MEDIUM,Licht im Abstellraum defekt,Die Beleuchtung im Abstellraum ist ausgefallen.,"Licht im Abstellraum defekt
Die Beleuchtung im Abstellraum ist ausgefallen.",Elektro
E-L-010,LOW,Licht im Keller etwas dunkel,Die Kellerbeleuchtung ist etwas zu dunkel.,"Licht im Keller etwas dunkel
Die Kellerbeleuchtung ist etwas zu dunkel.",Elektro
LAERM-H-064,HIGH,Nächtliche Dauerbeschallung,Nachts dauerhaft laute Beschallung,"Nächtliche Dauerbeschallung
Nachts dauerhaft laute Beschallung",Lärm
TF-M-033,MEDIUM,Tür schließt nicht flüssig,Die Tür schließt nicht flüssig.,"Tür schließt nicht flüssig
Die Tür schließt nicht flüssig.",Türen/Fenster
REIN-H-086,HIGH,Starke Verschmutzung Eingang,Bereich stark verschmutzt; Öl-/Chemiespur.,"Starke Verschmutzung Eingang
Bereich stark verschmutzt; Öl-/Chemiespur.",Reinigung
LAERM-H-022,HIGH,Nächtliches Bohren über Stunden,Nachts wird über Stunden gebohrt,"Nächtliches Bohren über Stunden
Nachts wird über Stunden gebohrt",Lärm
HM-056,MEDIUM,Heizkörper nur mäßig warm,Die Heizkörper erreichen keine hohe Temperatur.,"Heizkörper nur mäßig warm
Die Heizkörper erreichen keine hohe Temperatur.",Heizung / Wärmeversorgung
REIN-H-005,HIGH,Ungeziefer durch Verschmutzung in Gebäude,Aufgrund von Abfällen wurden starker Gestank im Bereich Gebäude gesichtet.,"Ungeziefer durch Verschmutzung in Gebäude
Aufgrund von Abfällen wurden starker Gestank im Bereich Gebäude gesichtet.",Reinigung
SON-L-008,LOW,Aushang nicht aktuell,Termin bereits vorbei,"Aushang nicht aktuell
Termin bereits vorbei",Sonstige
TF-H-013,HIGH,Fensterscheibe gesprungen,Eine Fensterscheibe ist gesprungen.,"Fensterscheibe gesprungen
Eine Fensterscheibe ist gesprungen.",Türen/Fenster
BS-M-003,MEDIUM,Putz löst sich stellenweise,An der Wand löst sich der Putz an mehreren Stellen,"Putz löst sich stellenweise
An der Wand löst sich der Putz an mehreren Stellen",Bauliche Schäden
REIN-L-026,LOW,Leichte Staubschicht in Fahrradraum,Kaum sichtbare Staubablagerungen; nur lokal begrenzt.,"Leichte Staubschicht in Fahrradraum
Kaum sichtbare Staubablagerungen; nur lokal begrenzt.",Reinigung
REIN-L-032,LOW,Staub auf Oberflächen in Technikraum,Minimaler Reinigungsbedarf; optisch unkritisch.,"Staub auf Oberflächen in Technikraum
Minimaler Reinigungsbedarf; optisch unkritisch.",Reinigung
REIN-H-032,HIGH,Starke Verschmutzung Treppenhaus,Bereich stark verschmutzt; Fluchtweg ist beeinträchtigt.,"Starke Verschmutzung Treppenhaus
Bereich stark verschmutzt; Fluchtweg ist beeinträchtigt.",Reinigung
TF-M-017,MEDIUM,Fenster schwergängig bei Kälte,Bei Kälte ist das Fenster schwergängig.,"Fenster schwergängig bei Kälte
Bei Kälte ist das Fenster schwergängig.",Türen/Fenster
BSCH-H-064,HIGH,Notausgang verstellt (Fahrräder) – Bereich 14,Fahrräder/Abfall blockieren den Notausgang vollständig. (Betroffen: Tiefgarage).,"Notausgang verstellt (Fahrräder) – Bereich 14
Fahrräder/Abfall blockieren den Notausgang vollständig. (Betroffen: Tiefgarage).",Brandschutz
SW-L-004,LOW,Duschkopf leicht verkalkt,Wasserfluss kaum beeinträchtigt.,"Duschkopf leicht verkalkt
Wasserfluss kaum beeinträchtigt.",Sanitär / Wasser
SW-M-044,MEDIUM,WC-Deckel locker mit Feuchtigkeit,Leichte Feuchte im Bereich.,"WC-Deckel locker mit Feuchtigkeit
Leichte Feuchte im Bereich.",Sanitär / Wasser
SW-M-038,MEDIUM,Abfluss in Küche riecht unangenehm,Geruch ohne Überlauf.,"Abfluss in Küche riecht unangenehm
Geruch ohne Überlauf.",Sanitär / Wasser
E-M-032,MEDIUM,Außenbeleuchtung flackert,Die Außenbeleuchtung flackert unregelmäßig.,"Außenbeleuchtung flackert
Die Außenbeleuchtung flackert unregelmäßig.",Elektro
H-046,HIGH,Ausfall Heizungsanlage,Die Heizungsanlage ist ohne Funktion.,"Ausfall Heizungsanlage
Die Heizungsanlage ist ohne Funktion.",Heizung / Wärmeversorgung
SW-M-079,MEDIUM,Abfluss gluckert bei Nutzung,Geräuschentwicklung.,"Abfluss gluckert bei Nutzung
Geräuschentwicklung.",Sanitär / Wasser
BS-L-029,LOW,Optische Putzveränderung Garage,Der Putz in der Garage wirkt optisch verändert,"Optische Putzveränderung Garage
Der Putz in der Garage wirkt optisch verändert",Bauliche Schäden
SW-M-030,MEDIUM,Geringe Leckage an Rohrverbindung,Kleine Wassermenge sichtbar.,"Geringe Leckage an Rohrverbindung
Kleine Wassermenge sichtbar.",Sanitär / Wasser
SON-H-074,HIGH,Automatische Sicherheitsupdates fehlgeschlagen,System verwundbar,"Automatische Sicherheitsupdates fehlgeschlagen
System verwundbar",Sonstige
SON-H-083,HIGH,Alarmweiterleitung unterbrochen,Keine externe Hilfe,"Alarmweiterleitung unterbrochen
Keine externe Hilfe",Sonstige
A-M-029,MEDIUM,Aufzug fährt unruhig,Der Aufzug fährt spürbar unruhig.,"Aufzug fährt unruhig
Der Aufzug fährt spürbar unruhig.",Aufzug
REIN-H-024,HIGH,Hygienische Verunreinigung in Technikbereich,Schimmelähnliche Ablagerungen im Technikbereich festgestellt; sofortige Reinigung erforderlich.,"Hygienische Verunreinigung in Technikbereich
Schimmelähnliche Ablagerungen im Technikbereich festgestellt; sofortige Reinigung erforderlich.",Reinigung
LAERM-M-062,MEDIUM,Summen aus Kellerraum,Aus einem Kellerraum kommt ein dauerhaftes Summen.,"Summen aus Kellerraum
Aus einem Kellerraum kommt ein dauerhaftes Summen.",Lärm
AUSSEN-M-012,MEDIUM,Unregelmäßiger Bodenbelag,Belag nicht eben,"Unregelmäßiger Bodenbelag
Belag nicht eben",Außenbereich
BS-H-013,HIGH,Abgesacktes Fundament,Teile des Gebäudes scheinen sich abgesenkt zu haben,"Abgesacktes Fundament
Teile des Gebäudes scheinen sich abgesenkt zu haben",Bauliche Schäden
REIN-H-084,HIGH,Ungeziefer durch Verschmutzung in Fahrradraum,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Fahrradraum gesichtet.,"Ungeziefer durch Verschmutzung in Fahrradraum
Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Fahrradraum gesichtet.",Reinigung
TF-H-039,HIGH,Brandschutztür defekter Schließmechanismus,Der Schließmechanismus der Brandschutztür ist defekt.,"Brandschutztür defekter Schließmechanismus
Der Schließmechanismus der Brandschutztür ist defekt.",Türen/Fenster
HL-027,LOW,Heizung braucht etwas länger zum Start,Die Anlage startet minimal verzögert.,"Heizung braucht etwas länger zum Start
Die Anlage startet minimal verzögert.",Heizung / Wärmeversorgung
REIN-H-051,HIGH,Unrat/Abfall in Technikbereich,Müll/Unrat liegt im Technikbereich und verursacht gesundheitsgefährdende Zustände.,"Unrat/Abfall in Technikbereich
Müll/Unrat liegt im Technikbereich und verursacht gesundheitsgefährdende Zustände.",Reinigung
E-L-049,LOW,Schalter nicht einheitlich,Ein Schalter passt optisch nicht zu den anderen.,"Schalter nicht einheitlich
Ein Schalter passt optisch nicht zu den anderen.",Elektro
SM-M-036,MEDIUM,Leichter Schimmel an Schlafzimmer-Ecke,Schimmel an Fensterbereich im Schlafzimmer festgestellt.,"Leichter Schimmel an Schlafzimmer-Ecke
Schimmel an Fensterbereich im Schlafzimmer festgestellt.",Schimmel
BSCH-L-049,LOW,Rauchmelder vergilbt – Bereich 29,"Der Rauchmelder ist optisch vergilbt/alt, funktioniert jedoch. (Betroffen: Gemeinschaftsfläche).","Rauchmelder vergilbt – Bereich 29
Der Rauchmelder ist optisch vergilbt/alt, funktioniert jedoch. (Betroffen: Gemeinschaftsfläche).",Brandschutz
TF-L-046,LOW,Fensterrahmen leicht beschädigt,Der Fensterrahmen ist leicht beschädigt.,"Fensterrahmen leicht beschädigt
Der Fensterrahmen ist leicht beschädigt.",Türen/Fenster
BS-L-004,LOW,Abnutzung Wandfarbe,Die Wandfarbe ist stellenweise abgenutzt,"Abnutzung Wandfarbe
Die Wandfarbe ist stellenweise abgenutzt",Bauliche Schäden
E-H-081,HIGH,Stromausfall bei Heizungsstromkreis,Der Stromkreis der Heizung ist ausgefallen.,"Stromausfall bei Heizungsstromkreis
Der Stromkreis der Heizung ist ausgefallen.",Elektro
TF-L-042,LOW,Fensterrahmen kleine Kratzer,Der Fensterrahmen hat kleine Kratzer.,"Fensterrahmen kleine Kratzer
Der Fensterrahmen hat kleine Kratzer.",Türen/Fenster
SON-H-088,HIGH,Serverraum Zutritt unkontrolliert,Sicherheitsrisiko,"Serverraum Zutritt unkontrolliert
Sicherheitsrisiko",Sonstige
TF-M-021,MEDIUM,Fenster klappert bei Wind,Das Fenster klappert bei Wind.,"Fenster klappert bei Wind
Das Fenster klappert bei Wind.",Türen/Fenster
BS-M-013,MEDIUM,Rissbildung Innenwand Küche,In der Küchenwand ist ein Riss entstanden,"Rissbildung Innenwand Küche
In der Küchenwand ist ein Riss entstanden",Bauliche Schäden
TF-H-018,HIGH,Türblatt verzogen,Das Türblatt ist stark verzogen.,"Türblatt verzogen
Das Türblatt ist stark verzogen.",Türen/Fenster
SM-H-060,HIGH,Schimmel nach Feuchtigkeitsschaden im Wohnzimmer,"Massiver Schimmel sichtbar, Ausbreitung im Wohnzimmer deutlich erkennbar.","Schimmel nach Feuchtigkeitsschaden im Wohnzimmer
Massiver Schimmel sichtbar, Ausbreitung im Wohnzimmer deutlich erkennbar.",Schimmel
AUSSEN-L-016,LOW,Staubansammlung an Rampe,Rampe leicht verschmutzt,"Staubansammlung an Rampe
Rampe leicht verschmutzt",Außenbereich
BS-L-032,LOW,Haarriss an Decke Flur,An der Flurdecke ist ein feiner Haarriss erkennbar.,"Haarriss an Decke Flur
An der Flurdecke ist ein feiner Haarriss erkennbar.",Bauliche Schäden
A-H-082,HIGH,Starker Rauchgeruch im Aufzugschacht,Aus dem Bereich des Aufzugschachts riecht es stark nach Rauch.,"Starker Rauchgeruch im Aufzugschacht
Aus dem Bereich des Aufzugschachts riecht es stark nach Rauch.",Aufzug
TF-H-015,HIGH,Haustür lässt sich nicht öffnen,Die Haustür lässt sich nicht mehr öffnen.,"Haustür lässt sich nicht öffnen
Die Haustür lässt sich nicht mehr öffnen.",Türen/Fenster
