id,title,description,priority_label,impact_annotation,urgency_annotation,category
TF-M-004,Tür quietscht stark,Die Tür quietscht bei jedem Öffnen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-005,Fenstergriff schwergängig,Der Fenstergriff lässt sich schwer drehen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-006,Zugluft durch Fenster,Es zieht spürbar durch das Fenster.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-007,Tür schließt verzögert,Die Tür benötigt lange zum Schließen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-008,Fensterdichtung porös,Die Fensterdichtung ist porös.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-009,Tür schleift am Boden,Die Tür schleift beim Öffnen am Boden.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-010,Fenster lässt sich schwer kippen,Das Fenster lässt sich nur schwer kippen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-011,Tür schließt nicht leise,Die Tür schlägt laut beim Schließen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-012,Fensterrahmen leicht verzogen,Der Fensterrahmen ist leicht verzogen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-013,Balkontür lässt sich schwer öffnen,Die Balkontür lässt sich schwer öffnen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-014,Türgriff locker,Der Türgriff sitzt locker.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-015,Fenster schließt nicht bündig,Das Fenster schließt nicht bündig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-016,Tür zieht bei Wind,Bei Wind zieht es durch die Tür.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-017,Fenster schwergängig bei Kälte,Bei Kälte ist das Fenster schwergängig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-018,Tür schließt nur mit Nachdruck,Die Tür schließt nur mit Nachdruck.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-019,Fensterdichtung löst sich,Die Fensterdichtung löst sich teilweise.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-020,Türrahmen leicht beschädigt,Der Türrahmen weist leichte Schäden auf.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-021,Fenster klappert bei Wind,Das Fenster klappert bei Wind.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-022,Tür schließt ungleichmäßig,Die Tür schließt ungleichmäßig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-023,Fenstergriff locker,Der Fenstergriff sitzt locker.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-024,Balkontür zieht,Durch die Balkontür zieht es.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-025,Tür schließt nicht gleichmäßig,Die Tür schließt nicht gleichmäßig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-026,Fenster schwergängig,Das Fenster ist insgesamt schwergängig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-027,Türblatt leicht verzogen,Das Türblatt ist leicht verzogen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-028,Fensterrahmen undicht,Der Fensterrahmen ist leicht undicht.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-029,Tür quietscht beim Schließen,Die Tür quietscht beim Schließen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-030,Fenster lässt sich nur schwer schließen,Das Fenster lässt sich nur schwer schließen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-031,Tür schleift leicht,Die Tür schleift leicht.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-032,Fenster klappert leicht,Das Fenster klappert leicht.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-033,Tür schließt nicht flüssig,Die Tür schließt nicht flüssig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-034,Fenster zieht leicht,Leichte Zugluft am Fenster.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-035,Türverriegelung schwergängig,Die Türverriegelung ist schwergängig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-036,Fensterdichtung beschädigt,Die Fensterdichtung ist beschädigt.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-037,Tür schließt verzogen,Die Tür schließt verzogen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-038,Fenstermechanik schwergängig,Die Fenstermechanik ist schwergängig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-039,Tür schließt nicht sauber,Die Tür schließt nicht sauber.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-040,Fensterrahmen locker,Der Fensterrahmen sitzt locker.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-041,Tür schließt verzögert,Die Tür schließt verzögert.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-042,Fenster lässt sich schwer bedienen,Das Fenster lässt sich schwer bedienen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-043,Tür zieht bei Kälte,Bei Kälte zieht es durch die Tür.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-044,Fensterrahmen leicht beschädigt,Der Fensterrahmen ist leicht beschädigt.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-045,Tür schließt nicht gleichmäßig,Die Tür schließt nicht gleichmäßig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-046,Fenster klappert bei Zugluft,Das Fenster klappert bei Zugluft.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-047,Tür quietscht beim Öffnen,Die Tür quietscht beim Öffnen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-048,Fenstergriff schwergängig,Der Fenstergriff ist schwergängig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-049,Tür schließt unruhig,Die Tür schließt unruhig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-050,Fenster leicht verzogen,Das Fenster ist leicht verzogen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-051,Türverriegelung hakt,Die Türverriegelung hakt.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-052,Fensterrahmen zieht Luft,Der Fensterrahmen zieht Luft.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-053,Tür schließt nicht leise,Die Tür schließt nicht leise.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-054,Fenster lässt sich schwer verriegeln,Das Fenster lässt sich schwer verriegeln.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-055,Tür schleift minimal,Die Tür schleift minimal.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-056,Fenster klappert gelegentlich,Das Fenster klappert gelegentlich.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-057,Tür zieht leicht,Leichte Zugluft an der Tür.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-058,Fenstermechanik nicht optimal,Die Fenstermechanik funktioniert nicht optimal.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-059,Tür schließt schwer bei Feuchtigkeit,Bei Feuchtigkeit schließt die Tür schwer.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-060,Fenster schließt verzögert,Das Fenster schließt verzögert.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-061,Tür quietscht gelegentlich,Die Tür quietscht gelegentlich.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-062,Fensterrahmen minimal verzogen,Der Fensterrahmen ist minimal verzogen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-063,Tür schließt ungleich,Die Tür schließt ungleich.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-064,Fenster lässt sich schwer öffnen,Das Fenster lässt sich schwer öffnen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-065,Tür zieht bei Wind,Bei Wind zieht es durch die Tür.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-066,Fenster klappert bei Sturm,Das Fenster klappert bei Sturm.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-067,Türverriegelung schwergängig,Die Verriegelung der Tür ist schwergängig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-068,Fensterdichtung nicht mehr dicht,Die Fensterdichtung ist nicht mehr dicht.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-069,Tür schließt verzogen,Die Tür schließt verzogen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-070,Fensterrahmen locker innen,Der Fensterrahmen ist innen locker.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-071,Tür schließt mit Geräusch,Die Tür schließt mit Geräusch.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-072,Fenstermechanik hakelig,Die Fenstermechanik ist hakelig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-073,Tür zieht bei Zugluft,Bei Zugluft zieht es durch die Tür.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-074,Fenster lässt sich nicht leicht schließen,Das Fenster lässt sich nicht leicht schließen.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-075,Tür schließt nicht gleichmäßig,Die Tür schließt nicht gleichmäßig.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-076,Fenster klappert leicht bei Wind,Das Fenster klappert leicht bei Wind.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-077,Tür schleift leicht am Boden,Die Tür schleift leicht am Boden.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-078,Fenster zieht minimal,Das Fenster zieht minimal.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-079,Tür schließt verzögert,Die Tür schließt verzögert.,MEDIUM,mittel,mittel,Türen/Fenster
TF-M-080,Fenstermechanik leicht beschädigt,Die Fenstermechanik ist leicht beschädigt.,MEDIUM,mittel,mittel,Türen/Fenster
TF-L-001,Leichte Kratzer an Tür,An der Tür sind leichte Kratzer sichtbar.,LOW,gering,gering,Türen/Fenster
TF-L-002,Fensterrahmen verschmutzt,Der Fensterrahmen ist verschmutzt.,LOW,gering,gering,Türen/Fenster
TF-L-003,Türfarbe abgeplatzt,An der Tür ist Farbe abgeplatzt.,LOW,gering,gering,Türen/Fenster
TF-L-004,Fenstergriff verfärbt,Der Fenstergriff ist verfärbt.,LOW,gering,gering,Türen/Fenster
TF-L-005,Kleine Delle in Tür,Eine kleine Delle ist in der Tür sichtbar.,LOW,gering,gering,Türen/Fenster
TF-L-006,Fensterrahmen zerkratzt,Der Fensterrahmen weist Kratzer auf.,LOW,gering,gering,Türen/Fenster
TF-L-007,Tür quietscht leicht,Die Tür quietscht gelegentlich leicht.,LOW,gering,gering,Türen/Fenster
TF-L-008,Fenster leicht verschmutzt,Das Fenster ist leicht verschmutzt.,LOW,gering,gering,Türen/Fenster
TF-L-009,Türblatt verfärbt,Das Türblatt ist verfärbt.,LOW,gering,gering,Türen/Fenster
TF-L-010,Fensterrahmen stumpf,Der Fensterrahmen wirkt stumpf.,LOW,gering,gering,Türen/Fenster
TF-L-011,Abnutzung an Türgriff,Der Türgriff zeigt Abnutzung.,LOW,gering,gering,Türen/Fenster
TF-L-012,Fensterdichtung verfärbt,Die Fensterdichtung ist verfärbt.,LOW,gering,gering,Türen/Fenster
TF-L-013,Leichte Gebrauchsspuren an Tür,Die Tür weist Gebrauchsspuren auf.,LOW,gering,gering,Türen/Fenster
TF-L-014,Fensterrahmen leicht beschädigt,Der Fensterrahmen ist leicht beschädigt.,LOW,gering,gering,Türen/Fenster
TF-L-015,Türschloss optisch abgenutzt,Das Türschloss ist optisch abgenutzt.,LOW,gering,gering,Türen/Fenster
TF-L-016,Fenstergriff zerkratzt,Der Fenstergriff ist zerkratzt.,LOW,gering,gering,Türen/Fenster
TF-L-017,Kratzer an Balkontür,An der Balkontür sind Kratzer sichtbar.,LOW,gering,gering,Türen/Fenster
TF-L-018,Fensterrahmen fleckig,Der Fensterrahmen ist fleckig.,LOW,gering,gering,Türen/Fenster
TF-L-019,Türblatt leicht verschmutzt,Das Türblatt ist leicht verschmutzt.,LOW,gering,gering,Türen/Fenster
TF-L-020,Fensterdichtung optisch alt,Die Fensterdichtung wirkt optisch alt.,LOW,gering,gering,Türen/Fenster
TF-L-021,Kleine Lackschäden an Tür,Kleine Lackschäden sind an der Tür sichtbar.,LOW,gering,gering,Türen/Fenster
TF-L-022,Fensterrahmen ungleichmäßig lackiert,Der Fensterrahmen ist ungleichmäßig lackiert.,LOW,gering,gering,Türen/Fenster
TF-L-023,Tür quietscht minimal,Die Tür quietscht minimal.,LOW,gering,gering,Türen/Fenster
TF-L-024,Fenster leicht zerkratzt,Das Fenster ist leicht zerkratzt.,LOW,gering,gering,Türen/Fenster
TF-L-025,Türrahmen kleine Absplitterung,Am Türrahmen ist eine kleine Absplitterung.,LOW,gering,gering,Türen/Fenster
TF-L-026,Fensterrahmen vergilbt,Der Fensterrahmen ist vergilbt.,LOW,gering,gering,Türen/Fenster
TF-L-027,Tür optisch abgenutzt,Die Tür wirkt optisch abgenutzt.,LOW,gering,gering,Türen/Fenster
TF-L-028,Fenstergriff matt,Der Fenstergriff ist matt.,LOW,gering,gering,Türen/Fenster
TF-L-029,Leichte Verfärbung an Tür,An der Tür ist eine leichte Verfärbung.,LOW,gering,gering,Türen/Fenster
TF-L-030,Fensterrahmen leicht verschrammt,Der Fensterrahmen ist leicht verschrammt.,LOW,gering,gering,Türen/Fenster
TF-L-031,Türblatt kleine Kratzer,Das Türblatt hat kleine Kratzer.,LOW,gering,gering,Türen/Fenster
TF-L-032,Fensterrahmen kleine Delle,Der Fensterrahmen hat eine kleine Delle.,LOW,gering,gering,Türen/Fenster
TF-L-033,Türgriff verfärbt,Der Türgriff ist verfärbt.,LOW,gering,gering,Türen/Fenster
TF-L-034,Fenster leicht verschoben,Das Fenster wirkt leicht verschoben.,LOW,gering,gering,Türen/Fenster
TF-L-035,Türrahmen leicht verschmutzt,Der Türrahmen ist leicht verschmutzt.,LOW,gering,gering,Türen/Fenster
TF-L-036,Fensterdichtung optisch beschädigt,Die Fensterdichtung ist optisch beschädigt.,LOW,gering,gering,Türen/Fenster
TF-L-037,Tür kleine Lackabplatzung,Eine kleine Lackabplatzung ist an der Tür.,LOW,gering,gering,Türen/Fenster
TF-L-038,Fensterrahmen matte Stellen,Der Fensterrahmen hat matte Stellen.,LOW,gering,gering,Türen/Fenster
TF-L-039,Türblatt leichte Abnutzung,Das Türblatt zeigt leichte Abnutzung.,LOW,gering,gering,Türen/Fenster
TF-L-040,Fenstergriff leicht locker,Der Fenstergriff ist leicht locker.,LOW,gering,gering,Türen/Fenster
TF-L-041,Tür optisch verkratzt,Die Tür ist optisch verkratzt.,LOW,gering,gering,Türen/Fenster
TF-L-042,Fensterrahmen kleine Kratzer,Der Fensterrahmen hat kleine Kratzer.,LOW,gering,gering,Türen/Fenster
TF-L-043,Türscharnier optisch alt,Das Türscharnier wirkt optisch alt.,LOW,gering,gering,Türen/Fenster
TF-L-044,Fenster optisch verschmutzt,Das Fenster ist optisch verschmutzt.,LOW,gering,gering,Türen/Fenster
TF-L-045,Türrahmen verfärbt,Der Türrahmen ist verfärbt.,LOW,gering,gering,Türen/Fenster
TF-L-046,Fensterrahmen leicht beschädigt,Der Fensterrahmen ist leicht beschädigt.,LOW,gering,gering,Türen/Fenster
TF-L-047,Tür kleine Gebrauchsspuren,Die Tür weist kleine Gebrauchsspuren auf.,LOW,gering,gering,Türen/Fenster
TF-L-048,Fensterrahmen uneben,Der Fensterrahmen wirkt uneben.,LOW,gering,gering,Türen/Fenster
TF-L-049,Tür optisch verschmutzt,Die Tür ist optisch verschmutzt.,LOW,gering,gering,Türen/Fenster
TF-L-050,Fensterrahmen Abnutzungsspuren,Der Fensterrahmen zeigt Abnutzungsspuren.,LOW,gering,gering,Türen/Fenster
SM-H-001,Starker Schimmel im Dachgeschoss,Starker Schimmel durch anhaltende Feuchtigkeit im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-002,Großflächiger Schimmelbefall im Bad,Großflächiger Schimmelbefall an Wand und Decke im Bad.,HIGH,hoch,hoch,Schimmel
SM-H-003,Schimmelgeruch und Befall im Dachgeschoss,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-004,Starker Schimmel im Schlafzimmer,"Massiver Schimmel sichtbar, Ausbreitung im Schlafzimmer deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-005,Schimmelgeruch und Befall im Bad,"Massiver Schimmel sichtbar, Ausbreitung im Bad deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-006,Großflächiger Schimmelbefall im Dachgeschoss,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-007,Starker Schimmel im Treppenhaus,"Massiver Schimmel sichtbar, Ausbreitung im Treppenhaus deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-008,Massiver Schimmel an Abstellraum-Wand,"Massiver Schimmel sichtbar, Ausbreitung im Abstellraum deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-009,Starker Schimmel im Bad,Großflächiger Schimmelbefall an Wand und Decke im Bad.,HIGH,hoch,hoch,Schimmel
SM-H-010,Massiver Schimmel an Abstellraum-Wand,Starker Schimmel durch anhaltende Feuchtigkeit im Abstellraum.,HIGH,hoch,hoch,Schimmel
SM-H-011,Starker Schimmel im Treppenhaus,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Treppenhaus.,HIGH,hoch,hoch,Schimmel
SM-H-012,Schimmel nach Feuchtigkeitsschaden im Waschküche,Großflächiger Schimmelbefall an Wand und Decke im Waschküche.,HIGH,hoch,hoch,Schimmel
SM-H-013,Schimmelgeruch und Befall im Waschküche,Starker Schimmel durch anhaltende Feuchtigkeit im Waschküche.,HIGH,hoch,hoch,Schimmel
SM-H-014,Starker Schimmel im Treppenhaus,Großflächiger Schimmelbefall an Wand und Decke im Treppenhaus.,HIGH,hoch,hoch,Schimmel
SM-H-015,Massiver Schimmel an Dachgeschoss-Wand,Großflächiger Schimmelbefall an Wand und Decke im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-016,Schimmel nach Feuchtigkeitsschaden im Bad,Starker Schimmel durch anhaltende Feuchtigkeit im Bad.,HIGH,hoch,hoch,Schimmel
SM-H-017,Großflächiger Schimmelbefall im Heizungsraum,Starker Schimmel durch anhaltende Feuchtigkeit im Heizungsraum.,HIGH,hoch,hoch,Schimmel
SM-H-018,Massiver Schimmel an Flur-Wand,Großflächiger Schimmelbefall an Wand und Decke im Flur.,HIGH,hoch,hoch,Schimmel
SM-H-019,Schimmelgeruch und Befall im Treppenhaus,"Massiver Schimmel sichtbar, Ausbreitung im Treppenhaus deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-020,Schimmel nach Feuchtigkeitsschaden im Wohnzimmer,Starker Schimmel durch anhaltende Feuchtigkeit im Wohnzimmer.,HIGH,hoch,hoch,Schimmel
SM-H-021,Massiver Schimmel an Dachgeschoss-Wand,Großflächiger Schimmelbefall an Wand und Decke im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-022,Massiver Schimmel an Bad-Wand,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Bad.,HIGH,hoch,hoch,Schimmel
SM-H-023,Großflächiger Schimmelbefall im Küche,Nach Wassereintritt hat sich starker Schimmel im Küche gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-024,Schimmel nach Feuchtigkeitsschaden im Flur,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Flur.,HIGH,hoch,hoch,Schimmel
SM-H-025,Großflächiger Schimmelbefall im Dachgeschoss,Starker Schimmel durch anhaltende Feuchtigkeit im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-026,Schimmelgeruch und Befall im Wohnzimmer,Nach Wassereintritt hat sich starker Schimmel im Wohnzimmer gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-027,Schimmelgeruch und Befall im Küche,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Küche.,HIGH,hoch,hoch,Schimmel
SM-H-028,Großflächiger Schimmelbefall im Flur,Nach Wassereintritt hat sich starker Schimmel im Flur gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-029,Starker Schimmel im Heizungsraum,Großflächiger Schimmelbefall an Wand und Decke im Heizungsraum.,HIGH,hoch,hoch,Schimmel
SM-H-030,Schimmel nach Feuchtigkeitsschaden im Wohnzimmer,Nach Wassereintritt hat sich starker Schimmel im Wohnzimmer gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-031,Schimmel nach Feuchtigkeitsschaden im Kinderzimmer,Nach Wassereintritt hat sich starker Schimmel im Kinderzimmer gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-032,Schimmelgeruch und Befall im Heizungsraum,Großflächiger Schimmelbefall an Wand und Decke im Heizungsraum.,HIGH,hoch,hoch,Schimmel
SM-H-033,Schimmelgeruch und Befall im Dachgeschoss,Starker Schimmel durch anhaltende Feuchtigkeit im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-034,Starker Schimmel im Dachgeschoss,Starker Schimmel durch anhaltende Feuchtigkeit im Dachgeschoss.,HIGH,hoch,hoch,Schimmel
SM-H-035,Schimmel nach Feuchtigkeitsschaden im Abstellraum,Großflächiger Schimmelbefall an Wand und Decke im Abstellraum.,HIGH,hoch,hoch,Schimmel
SM-H-036,Schimmelgeruch und Befall im Küche,Großflächiger Schimmelbefall an Wand und Decke im Küche.,HIGH,hoch,hoch,Schimmel
SM-H-037,Schimmelgeruch und Befall im Dachgeschoss,Nach Wassereintritt hat sich starker Schimmel im Dachgeschoss gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-038,Massiver Schimmel an Bad-Wand,"Massiver Schimmel sichtbar, Ausbreitung im Bad deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-039,Schimmelgeruch und Befall im Waschküche,Starker Schimmel durch anhaltende Feuchtigkeit im Waschküche.,HIGH,hoch,hoch,Schimmel
SM-H-040,Starker Schimmel im Heizungsraum,Starker Schimmel durch anhaltende Feuchtigkeit im Heizungsraum.,HIGH,hoch,hoch,Schimmel
SM-H-041,Starker Schimmel im Küche,"Massiver Schimmel sichtbar, Ausbreitung im Küche deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-042,Starker Schimmel im Treppenhaus,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Treppenhaus.,HIGH,hoch,hoch,Schimmel
SM-H-043,Großflächiger Schimmelbefall im Kinderzimmer,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Kinderzimmer.,HIGH,hoch,hoch,Schimmel
SM-H-044,Massiver Schimmel an Waschküche-Wand,Nach Wassereintritt hat sich starker Schimmel im Waschküche gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-045,Großflächiger Schimmelbefall im Treppenhaus,Nach Wassereintritt hat sich starker Schimmel im Treppenhaus gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-046,Schimmel nach Feuchtigkeitsschaden im Bad,Starker Schimmel durch anhaltende Feuchtigkeit im Bad.,HIGH,hoch,hoch,Schimmel
SM-H-047,Starker Schimmel im Heizungsraum,"Massiver Schimmel sichtbar, Ausbreitung im Heizungsraum deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-048,Massiver Schimmel an Bad-Wand,Großflächiger Schimmelbefall an Wand und Decke im Bad.,HIGH,hoch,hoch,Schimmel
SM-H-049,Schimmelgeruch und Befall im Treppenhaus,"Massiver Schimmel sichtbar, Ausbreitung im Treppenhaus deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-050,Starker Schimmel im Schlafzimmer,"Massiver Schimmel sichtbar, Ausbreitung im Schlafzimmer deutlich erkennbar.",HIGH,hoch,hoch,Schimmel
SM-H-051,Massiver Schimmel an Kinderzimmer-Wand,Großflächiger Schimmelbefall an Wand und Decke im Kinderzimmer.,HIGH,hoch,hoch,Schimmel
SM-H-052,Massiver Schimmel an Waschküche-Wand,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Waschküche.,HIGH,hoch,hoch,Schimmel
SM-H-053,Schimmelgeruch und Befall im Bad,Nach Wassereintritt hat sich starker Schimmel im Bad gebildet.,HIGH,hoch,hoch,Schimmel
SM-H-054,Schimmel nach Feuchtigkeitsschaden im Heizungsraum,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Heizungsraum.,HIGH,hoch,hoch,Schimmel
SM-H-055,Starker Schimmel im Bad,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Bad.,HIGH,hoch,hoch,Schimmel
